X-Y Coordinates of Zones' Centroids
132.500000 52.500000
137.500000 52.500000
142.500000 52.500000
147.500000 52.500000
152.500000 52.500000
2.500000 47.500000
7.500000 47.500000
12.500000 47.500000
17.500000 47.500000
22.500000 47.500000
27.500000 47.500000
32.500000 47.500000
37.500000 47.500000
42.500000 47.500000
47.500000 47.500000
52.500000 47.500000
57.500000 47.500000
62.500000 47.500000
67.500000 47.500000
72.500000 47.500000
77.500000 47.500000
82.500000 47.500000
87.500000 47.500000
92.500000 47.500000
97.500000 47.500000
102.500000 47.500000
107.500000 47.500000
112.500000 47.500000
117.500000 47.500000
122.500000 47.500000
127.500000 47.500000
132.500000 47.500000
137.500000 47.500000
142.500000 47.500000
147.500000 47.500000
152.500000 47.500000
2.500000 42.500000
7.500000 42.500000
12.500000 42.500000
17.500000 42.500000
22.500000 42.500000
27.500000 42.500000
32.500000 42.500000
37.500000 42.500000
42.500000 42.500000
47.500000 42.500000
52.500000 42.500000
57.500000 42.500000
62.500000 42.500000
67.500000 42.500000
72.500000 42.500000
77.500000 42.500000
82.500000 42.500000
87.500000 42.500000
92.500000 42.500000
97.500000 42.500000
102.500000 42.500000
107.500000 42.500000
112.500000 42.500000
117.500000 42.500000
122.500000 42.500000
127.500000 42.500000
132.500000 42.500000
137.500000 42.500000
142.500000 42.500000
147.500000 42.500000
152.500000 42.500000
2.500000 37.500000
7.500000 37.500000
12.500000 37.500000
17.500000 37.500000
22.500000 37.500000
27.500000 37.500000
32.500000 37.500000
37.500000 37.500000
42.500000 37.500000
47.500000 37.500000
52.500000 37.500000
57.500000 37.500000
62.500000 37.500000
67.500000 37.500000
72.500000 37.500000
77.500000 37.500000
82.500000 37.500000
87.500000 37.500000
92.500000 37.500000
97.500000 37.500000
102.500000 37.500000
107.500000 37.500000
112.500000 37.500000
117.500000 37.500000
122.500000 37.500000
127.500000 37.500000
132.500000 37.500000
137.500000 37.500000
142.500000 37.500000
147.500000 37.500000
152.500000 37.500000
2.500000 32.500000
7.500000 32.500000
12.500000 32.500000
17.500000 32.500000
22.500000 32.500000
27.500000 32.500000
32.500000 32.500000
37.500000 32.500000
42.500000 32.500000
47.500000 32.500000
52.500000 32.500000
57.500000 32.500000
62.500000 32.500000
67.500000 32.500000
72.500000 32.500000
77.500000 32.500000
82.500000 32.500000
87.500000 32.500000
92.500000 32.500000
97.500000 32.500000
102.500000 32.500000
107.500000 32.500000
112.500000 32.500000
117.500000 32.500000
122.500000 32.500000
127.500000 32.500000
132.500000 32.500000
137.500000 32.500000
142.500000 32.500000
147.500000 32.500000
152.500000 32.500000
2.500000 27.500000
7.500000 27.500000
12.500000 27.500000
17.500000 27.500000
22.500000 27.500000
27.500000 27.500000
32.500000 27.500000
37.500000 27.500000
42.500000 27.500000
47.500000 27.500000
52.500000 27.500000
57.500000 27.500000
62.500000 27.500000
67.500000 27.500000
72.500000 27.500000
77.500000 27.500000
82.500000 27.500000
87.500000 27.500000
92.500000 27.500000
97.500000 27.500000
102.500000 27.500000
107.500000 27.500000
112.500000 27.500000
117.500000 27.500000
122.500000 27.500000
127.500000 27.500000
132.500000 27.500000
137.500000 27.500000
142.500000 27.500000
147.500000 27.500000
152.500000 27.500000
2.500000 22.500000
7.500000 22.500000
12.500000 22.500000
17.500000 22.500000
22.500000 22.500000
27.500000 22.500000
32.500000 22.500000
37.500000 22.500000
42.500000 22.500000
47.500000 22.500000
52.500000 22.500000
57.500000 22.500000
62.500000 22.500000
67.500000 22.500000
72.500000 22.500000
77.500000 22.500000
82.500000 22.500000
87.500000 22.500000
92.500000 22.500000
97.500000 22.500000
102.500000 22.500000
107.500000 22.500000
112.500000 22.500000
117.500000 22.500000
122.500000 22.500000
127.500000 22.500000
132.500000 22.500000
137.500000 22.500000
142.500000 22.500000
147.500000 22.500000
152.500000 22.500000
2.500000 17.500000
7.500000 17.500000
12.500000 17.500000
17.500000 17.500000
22.500000 17.500000
27.500000 17.500000
32.500000 17.500000
37.500000 17.500000
42.500000 17.500000
47.500000 17.500000
52.500000 17.500000
57.500000 17.500000
62.500000 17.500000
67.500000 17.500000
72.500000 17.500000
77.500000 17.500000
82.500000 17.500000
87.500000 17.500000
92.500000 17.500000
97.500000 17.500000
102.500000 17.500000
107.500000 17.500000
112.500000 17.500000
117.500000 17.500000
122.500000 17.500000
127.500000 17.500000
132.500000 17.500000
137.500000 17.500000
142.500000 17.500000
147.500000 17.500000
152.500000 17.500000
2.500000 12.500000
7.500000 12.500000
12.500000 12.500000
17.500000 12.500000
22.500000 12.500000
27.500000 12.500000
32.500000 12.500000
37.500000 12.500000
42.500000 12.500000
47.500000 12.500000
52.500000 12.500000
57.500000 12.500000
62.500000 12.500000
67.500000 12.500000
72.500000 12.500000
77.500000 12.500000
82.500000 12.500000
87.500000 12.500000
92.500000 12.500000
97.500000 12.500000
102.500000 12.500000
107.500000 12.500000
112.500000 12.500000
117.500000 12.500000
122.500000 12.500000
127.500000 12.500000
132.500000 12.500000
137.500000 12.500000
142.500000 12.500000
147.500000 12.500000
152.500000 12.500000
2.500000 7.500000
7.500000 7.500000
12.500000 7.500000
17.500000 7.500000
22.500000 7.500000
27.500000 7.500000
32.500000 7.500000
37.500000 7.500000
42.500000 7.500000
47.500000 7.500000
52.500000 7.500000
57.500000 7.500000
62.500000 7.500000
67.500000 7.500000
72.500000 7.500000
77.500000 7.500000
82.500000 7.500000
87.500000 7.500000
92.500000 7.500000
97.500000 7.500000
102.500000 7.500000
107.500000 7.500000
112.500000 7.500000
117.500000 7.500000
122.500000 7.500000
127.500000 7.500000
132.500000 7.500000
137.500000 7.500000
142.500000 7.500000
147.500000 7.500000
152.500000 7.500000
2.500000 2.500000
7.500000 2.500000
12.500000 2.500000
17.500000 2.500000
22.500000 2.500000
27.500000 2.500000
32.500000 2.500000
37.500000 2.500000
42.500000 2.500000
47.500000 2.500000
52.500000 2.500000
57.500000 2.500000
62.500000 2.500000
67.500000 2.500000
72.500000 2.500000
77.500000 2.500000
82.500000 2.500000
87.500000 2.500000
92.500000 2.500000
97.500000 2.500000
102.500000 2.500000
107.500000 2.500000
112.500000 2.500000
117.500000 2.500000
122.500000 2.500000
127.500000 2.500000
132.500000 2.500000
137.500000 2.500000
142.500000 2.500000
147.500000 2.500000
152.500000 2.500000
